religion,quoteID,date,topic
Judaism,2018-10-10-058819,2018-10-10 22:43:49,politics
other,2018-03-28-069609,2018-03-28 20:45:12,business
other,2018-06-28-058335,2018-06-28 20:10:40,briefing
Christianity,2018-05-25-061820,2018-05-25 09:02:24,television
other,2018-09-24-059045,2018-09-24 16:10:30,sports
Islam,2018-01-12-093504,2018-01-12 10:45:23,sunday
Catholic Church,2018-12-13-086008,2018-12-13 00:48:56,business
Presbyterianism,2018-03-09-119686,2018-03-09 10:00:16,us
other,2018-12-26-054545,2018-12-26 00:00:03,opinion
other,2018-04-21-077552,2018-04-21 15:59:09,europe
Christianity,2018-05-04-163430,2018-05-04 09:01:40,television
other,2018-09-07-006638,2018-09-07 22:47:09,fashion
other,2018-09-22-010260,2018-09-22 02:40:14,politics
Islam,2018-04-25-029020,2018-04-25 23:36:54,asia
Presbyterianism,2018-09-26-037900,2018-09-26 23:52:05,politics
Presbyterianism,2018-10-18-042595,2018-10-18 00:26:05,politics
Methodism,2018-06-19-046294,2018-06-19 21:12:18,politics
Judaism,2018-10-05-047935,2018-10-05 09:00:15,politics
other,2018-03-09-064810,2018-03-09 13:00:05,arts
Islam,2018-10-18-068413,2018-10-18 08:00:09,television
Catholic Church,2018-09-29-035366,2018-09-29 16:08:45,americas
atheism,2018-07-03-056370,2018-07-03 19:00:03,review
other,2018-04-05-083208,2018-04-05 19:07:00,obituaries
Islam,2018-06-13-075813,2018-06-13 20:56:38,politics
Presbyterianism,2018-07-05-057874,2018-07-05 19:21:26,opinion
other,2018-06-10-039624,2018-06-10 14:53:22,politics
Presbyterianism,2018-03-27-126719,2018-03-27 09:30:05,opinion
Presbyterianism,2018-08-22-094188,2018-08-22 09:00:02,magazine
other,2018-04-28-086228,2018-04-28 15:30:04,politics
Presbyterianism,2018-02-18-003364,2018-02-18 20:28:02,politics
Baptists,2018-03-29-009885,2018-03-29 02:00:05,obituaries
other,2018-10-26-025075,2018-10-26 12:25:36,asia
Catholic Church,2018-06-11-033670,2018-06-11 15:04:36,asia
Catholic Church,2018-05-06-038472,2018-05-06 20:22:40,business
Baptists,2018-08-17-067012,2018-08-17 21:31:32,arts
Presbyterianism,2018-06-13-090945,2018-06-13 04:58:21,middleeast
Judaism,2018-06-10-051498,2018-06-10 19:00:05,theater
Catholic Church,2018-04-17-142289,2018-04-17 09:24:24,television
Christianity,2018-10-15-123806,2018-10-15 08:00:05,music
Christianity,2018-01-04-129318,2018-01-04 19:05:58,arts
other,2018-02-27-007136,2018-02-27 00:54:59,us
Judaism,2018-04-17-014008,2018-04-17 18:48:28,politics
Catholic Church,2018-01-24-019073,2018-01-24 15:44:44,politics
Catholic Church,2018-09-04-041808,2018-09-04 17:35:30,opinion
Baptists,2018-05-15-079044,2018-05-15 19:15:47,review
Methodism,2018-11-20-103779,2018-11-20 01:32:15,us
other,2018-06-22-104279,2018-06-22 09:45:04,opinion
Christianity,2018-06-04-114893,2018-06-04 22:57:42,politics
atheism,2018-12-26-002467,2018-12-26 22:03:09,obituaries
Judaism,2018-12-18-008298,2018-12-18 17:46:07,us
Christianity,2018-01-08-010892,2018-01-08 01:06:24,opinion
Methodism,2018-07-28-005489,2018-07-28 09:00:05,politics
Catholic Church,2018-04-19-021016,2018-04-19 17:32:54,review
Baptists,2018-04-02-025474,2018-04-02 12:00:44,politics
Catholic Church,2018-08-17-029162,2018-08-17 16:29:23,nyregion
other,2018-03-22-056287,2018-03-22 04:00:01,style
Catholic Church,2018-03-15-061565,2018-03-15 09:45:06,opinion
Catholic Church,2018-07-08-040852,2018-07-08 18:07:39,politics
other,2018-07-12-093973,2018-07-12 22:55:52,sports
Presbyterianism,2018-01-23-140485,2018-01-23 21:31:55,politics
other,2018-10-03-134537,2018-10-03 19:27:43,middleeast
Catholic Church,2018-10-05-133056,2018-10-05 13:44:14,americas
other,2018-10-15-132314,2018-10-15 21:04:10,us
Catholic Church,2018-07-13-001047,2018-07-13 09:45:07,opinion
other,2018-01-02-007482,2018-01-02 21:02:40,politics
other,2018-09-10-009761,2018-09-10 17:59:46,technology
Judaism,2018-06-30-004601,2018-06-30 16:59:57,politics
other,2018-01-12-059108,2018-01-12 12:36:29,asia
other,2018-04-23-076203,2018-04-23 07:57:27,europe
other,2018-12-22-037141,2018-12-22 01:19:17,politics
Catholic Church,2018-06-11-080503,2018-06-11 00:13:25,politics
other,2018-11-16-120352,2018-11-16 10:27:17,asia
Methodism,2018-06-06-132774,2018-06-06 03:05:26,us
Presbyterianism,2018-08-23-005490,2018-08-23 21:32:20,politics
other,2018-10-22-013076,2018-10-22 15:09:27,politics
Catholic Church,2018-08-26-007983,2018-08-26 14:08:03,europe
Catholic Church,2018-05-22-034538,2018-05-22 09:00:07,politics
Presbyterianism,2018-10-07-014809,2018-10-07 02:41:10,politics
Presbyterianism,2018-12-20-105910,2018-12-20 23:18:12,politics
Presbyterianism,2018-10-08-069040,2018-10-08 19:22:28,politics
Presbyterianism,2018-02-21-163676,2018-02-21 17:50:51,politics
other,2018-03-03-008653,2018-03-03 19:31:14,sunday
other,2018-08-19-007816,2018-08-19 21:09:37,politics
Presbyterianism,2018-06-12-040617,2018-06-12 20:40:26,asia
Catholic Church,2018-06-30-022104,2018-06-30 16:59:57,politics
atheism,2018-05-04-064073,2018-05-04 09:00:11,movies
other,2018-01-20-047174,2018-01-20 20:41:34,middleeast
atheism,2018-02-24-051868,2018-02-24 11:00:24,style
Catholic Church,2018-08-26-042760,2018-08-26 20:16:45,theater
other,2018-09-27-097889,2018-09-27 23:30:28,sports
other,2018-02-14-123246,2018-02-14 10:00:26,magazine
Baptists,2018-10-25-113371,2018-10-25 14:52:11,politics
Judaism,2018-01-25-138800,2018-01-25 19:33:46,nyregion
atheism,2018-06-08-006825,2018-06-08 21:53:35,books
Methodism,2018-02-14-011292,2018-02-14 19:02:35,us
atheism,2018-06-06-012423,2018-06-06 10:00:04,nyregion
Catholic Church,2018-10-09-015442,2018-10-09 08:39:03,television
Baptists,2018-09-20-017521,2018-09-20 19:00:06,opinion
Anglicanism,2018-05-10-048983,2018-05-10 17:15:09,sports
other,2018-09-02-023339,2018-09-02 23:44:09,politics
Catholic Church,2018-01-01-022035,2018-01-01 10:00:27,politics
Catholic Church,2018-08-02-072101,2018-08-02 20:02:56,politics
Catholic Church,2018-07-29-004043,2018-07-29 11:55:55,politics
Catholic Church,2018-11-01-017161,2018-11-01 16:24:38,politics
Presbyterianism,2018-06-20-041878,2018-06-20 00:56:36,politics
Catholic Church,2018-07-04-045081,2018-07-04 01:26:29,politics
other,2018-09-03-072579,2018-09-03 18:02:41,politics
Presbyterianism,2018-01-24-159340,2018-01-24 00:55:01,politics
Islam,2018-06-19-005272,2018-06-19 15:52:42,obituaries
Judaism,2018-12-20-016425,2018-12-20 20:00:03,opinion
atheism,2018-05-14-021302,2018-05-14 09:00:01,style
other,2018-07-16-034281,2018-07-16 18:57:47,politics
Judaism,2018-11-04-044988,2018-11-04 06:52:01,television
other,2018-09-04-080703,2018-09-04 23:13:23,sports
Baptists,2018-02-26-095952,2018-02-26 22:21:41,politics
Christianity,2018-07-28-052253,2018-07-28 16:10:06,europe
Catholic Church,2018-02-21-146211,2018-02-21 10:31:42,briefing
other,2018-05-16-139985,2018-05-16 14:00:06,theater
other,2018-06-05-119132,2018-06-05 09:00:08,review
Anglicanism,2018-03-29-001695,2018-03-29 15:36:41,europe
Catholic Church,2018-05-03-028872,2018-05-03 09:00:00,fashion
Presbyterianism,2018-06-16-020800,2018-06-16 00:36:15,asia
Catholic Church,2018-06-24-022207,2018-06-24 17:26:55,politics
Judaism,2018-06-03-038110,2018-06-03 15:37:32,nyregion
Islam,2018-03-06-114552,2018-03-06 09:54:44,asia
Methodism,2018-10-19-031901,2018-10-19 09:00:13,politics
Christianity,2018-12-26-028271,2018-12-26 18:19:41,books
atheism,2018-08-28-056214,2018-08-28 00:31:53,sports
Presbyterianism,2018-12-08-039429,2018-12-08 01:09:29,us
other,2018-05-21-070592,2018-05-21 09:00:13,nyregion
Judaism,2018-07-25-102475,2018-07-25 09:00:02,magazine
Presbyterianism,2018-07-11-101700,2018-07-11 18:16:45,europe
Christianity,2018-07-20-090798,2018-07-20 09:00:04,review
Catholic Church,2018-03-15-165176,2018-03-15 23:35:37,sports
Judaism,2018-03-21-162562,2018-03-21 17:54:58,politics
Presbyterianism,2018-09-26-137399,2018-09-26 23:52:05,politics
other,2018-08-09-116617,2018-08-09 08:00:05,television
Islam,2018-10-18-014015,2018-10-18 08:00:09,television
Presbyterianism,2018-11-05-018470,2018-11-05 10:00:15,politics
atheism,2018-09-10-046808,2018-09-10 17:09:31,music
Baptists,2018-08-16-051524,2018-08-16 14:14:57,obituaries
Presbyterianism,2018-04-15-046797,2018-04-15 19:22:39,politics
atheism,2018-11-10-052109,2018-11-10 10:00:08,europe
Catholic Church,2018-03-28-121472,2018-03-28 17:35:16,obituaries
atheism,2018-05-14-031214,2018-05-14 09:00:01,style
Presbyterianism,2018-07-25-039680,2018-07-25 15:40:31,politics
Catholic Church,2018-07-03-037850,2018-07-03 21:57:53,sports
Baptists,2018-07-10-068707,2018-07-10 16:29:56,style
Catholic Church,2018-05-15-109857,2018-05-15 00:42:04,politics
Catholic Church,2018-03-27-131596,2018-03-27 15:14:17,asia
other,2018-09-25-127857,2018-09-25 03:07:21,middleeast
other,2018-01-18-055840,2018-01-18 10:00:47,us
other,2018-09-08-027053,2018-09-08 20:05:55,sunday
other,2018-05-05-037180,2018-05-05 15:00:05,politics
other,2018-10-23-079584,2018-10-23 09:35:34,europe
other,2018-03-09-107153,2018-03-09 14:18:23,politics
Islam,2018-10-19-091767,2018-10-19 16:27:32,sports
other,2018-10-23-096982,2018-10-23 09:00:09,review
other,2018-07-12-084884,2018-07-12 00:27:41,politics
other,2018-06-28-121450,2018-06-28 11:07:55,europe
Judaism,2018-07-09-093474,2018-07-09 22:08:01,middleeast
Judaism,2018-05-16-020210,2018-05-16 11:23:55,dealbook
Catholic Church,2018-04-28-018822,2018-04-28 17:06:57,europe
other,2018-10-13-016801,2018-10-13 21:16:49,politics
Catholic Church,2018-06-05-033298,2018-06-05 20:27:37,europe
Judaism,2018-03-02-047160,2018-03-02 00:08:50,politics
Presbyterianism,2018-10-01-043725,2018-10-01 17:34:19,politics
Catholic Church,2018-12-25-013834,2018-12-25 12:53:24,europe
Judaism,2018-07-26-107688,2018-07-26 23:04:48,opinion
Christianity,2018-04-07-016221,2018-04-07 02:55:50,us
Baptists,2018-02-21-038058,2018-02-21 19:05:13,briefing
atheism,2018-11-20-071713,2018-11-20 11:00:04,opinion
atheism,2018-02-28-094235,2018-02-28 10:30:21,books
other,2018-04-06-040209,2018-04-06 15:28:03,sunday
Baptists,2018-07-26-039798,2018-07-26 22:10:11,nyregion
atheism,2018-02-22-056975,2018-02-22 14:32:42,music
Anglicanism,2018-03-07-065948,2018-03-07 20:17:53,nyregion
Catholic Church,2018-01-03-058997,2018-01-03 22:58:37,americas
Catholic Church,2018-08-21-057629,2018-08-21 12:59:49,us
atheism,2018-10-03-075464,2018-10-03 09:00:06,review
other,2018-01-23-095730,2018-01-23 08:59:54,movies
Catholic Church,2018-10-02-098404,2018-10-02 22:37:55,politics
atheism,2018-06-03-049467,2018-06-03 12:32:43,europe
Presbyterianism,2018-10-15-128907,2018-10-15 19:14:55,politics
atheism,2018-03-20-013176,2018-03-20 02:41:39,europe
other,2018-01-05-017650,2018-01-05 10:45:16,opinion
Islam,2018-07-27-019219,2018-07-27 17:12:38,africa
Presbyterianism,2018-03-14-029456,2018-03-14 09:45:05,opinion
Presbyterianism,2018-05-20-011353,2018-05-20 22:57:25,opinion
Baptists,2018-01-04-035815,2018-01-04 23:52:23,politics
Methodism,2018-11-26-034188,2018-11-26 08:00:05,nyregion
Christianity,2018-10-15-043160,2018-10-15 08:00:05,music
other,2018-01-18-052791,2018-01-18 15:06:13,tennis
other,2018-08-28-046259,2018-08-28 16:18:30,business
Baptists,2018-02-21-062899,2018-02-21 18:50:42,opinion
Methodism,2018-04-25-093022,2018-04-25 01:21:35,media
Catholic Church,2018-04-07-053528,2018-04-07 15:47:29,politics
Presbyterianism,2018-06-05-089415,2018-06-05 17:56:00,books
Judaism,2018-09-26-101004,2018-09-26 21:19:50,politics
other,2018-05-09-140462,2018-05-09 07:32:12,asia
Methodism,2018-03-08-024013,2018-03-08 00:15:04,politics
Catholic Church,2018-02-22-082288,2018-02-22 20:30:03,us
other,2018-10-14-035686,2018-10-14 02:35:21,politics
atheism,2018-02-03-063765,2018-02-03 20:18:11,europe
Judaism,2018-11-16-140780,2018-11-16 10:00:04,review
Presbyterianism,2018-12-28-009123,2018-12-28 01:09:39,politics
Presbyterianism,2018-05-27-011334,2018-05-27 19:05:42,politics
other,2018-10-05-034758,2018-10-05 23:50:14,politics
Anglicanism,2018-05-17-093335,2018-05-17 09:00:10,us
Judaism,2018-11-02-087401,2018-11-02 20:14:44,us
Christianity,2018-04-19-117414,2018-04-19 09:00:13,television
Catholic Church,2018-11-19-105341,2018-11-19 10:00:01,magazine
other,2018-06-10-059931,2018-06-10 14:53:22,politics
other,2018-03-03-086866,2018-03-03 11:00:38,style
Catholic Church,2018-11-15-019433,2018-11-15 01:51:59,us
other,2018-09-08-010268,2018-09-08 09:00:07,politics
Judaism,2018-11-01-053064,2018-11-01 18:07:25,dealbook
Catholic Church,2018-05-23-058671,2018-05-23 19:51:21,asia
Presbyterianism,2018-02-24-037357,2018-02-24 16:38:41,politics
other,2018-07-07-026162,2018-07-07 17:00:04,politics
Catholic Church,2018-11-09-080349,2018-11-09 06:31:03,nyregion
other,2018-07-12-071007,2018-07-12 00:27:41,politics
other,2018-02-14-109241,2018-02-14 20:33:07,politics
other,2018-07-13-078585,2018-07-13 09:00:08,politics
Catholic Church,2018-01-10-110100,2018-01-10 00:41:48,nyregion
Presbyterianism,2018-06-15-101286,2018-06-15 14:44:08,politics
Catholic Church,2018-04-05-129156,2018-04-05 09:00:05,magazine
Catholic Church,2018-06-30-048082,2018-06-30 13:51:49,opinion
Judaism,2018-12-19-107060,2018-12-19 18:15:25,middleeast
other,2018-02-20-135013,2018-02-20 04:04:25,politics
other,2018-03-01-156569,2018-03-01 19:56:23,business
Catholic Church,2018-10-24-151470,2018-10-24 18:13:06,style
Baptists,2018-12-15-061776,2018-12-15 10:00:05,us
Catholic Church,2018-09-12-144610,2018-09-12 09:00:08,review
Christianity,2018-11-07-003230,2018-11-07 10:05:17,television
Catholic Church,2018-01-28-026555,2018-01-28 15:00:12,nyregion
Methodism,2018-04-26-074077,2018-04-26 12:03:08,politics
Presbyterianism,2018-02-17-054109,2018-02-17 22:29:10,asia
other,2018-11-26-084029,2018-11-26 20:43:12,politics
Presbyterianism,2018-01-09-104434,2018-01-09 10:00:24,us
Catholic Church,2018-12-04-023597,2018-12-04 17:03:03,europe
Presbyterianism,2018-10-13-026187,2018-10-13 21:16:49,politics
Catholic Church,2018-03-26-074533,2018-03-26 00:49:44,politics
Catholic Church,2018-03-28-090366,2018-03-28 22:14:41,nyregion
Judaism,2018-05-17-087090,2018-05-17 22:40:16,us
other,2018-05-10-100463,2018-05-10 22:10:07,briefing
Baptists,2018-01-24-097851,2018-01-24 01:30:14,politics
Methodism,2018-01-08-081119,2018-01-08 20:05:25,opinion
other,2018-05-16-105140,2018-05-16 14:52:44,nyregion
Presbyterianism,2018-10-22-089686,2018-10-22 15:09:27,politics
Judaism,2018-11-07-103036,2018-11-07 18:24:20,politics
Catholic Church,2018-03-10-096229,2018-03-10 21:00:03,americas
Islam,2018-07-07-007934,2018-07-07 14:35:15,asia
Anglicanism,2018-04-12-044307,2018-04-12 09:00:08,sports
other,2018-06-25-041911,2018-06-25 08:00:05,music
Judaism,2018-07-11-056297,2018-07-11 23:59:05,politics
other,2018-11-28-089895,2018-11-28 20:25:38,politics
Catholic Church,2018-03-27-111895,2018-03-27 08:49:19,television
other,2018-02-13-130553,2018-02-13 23:19:46,politics
other,2018-03-13-167586,2018-03-13 09:41:21,asia
other,2018-01-05-001370,2018-01-05 22:42:53,obituaries
other,2018-01-07-002714,2018-01-07 20:15:37,technology
Presbyterianism,2018-01-19-018155,2018-01-19 01:11:16,politics
atheism,2018-06-01-016341,2018-06-01 23:35:55,dealbook
other,2018-02-20-037508,2018-02-20 10:00:18,us
Judaism,2018-04-04-051796,2018-04-04 09:00:14,television
atheism,2018-02-13-100891,2018-02-13 10:00:29,review
Catholic Church,2018-02-02-106033,2018-02-02 01:36:59,politics
Catholic Church,2018-05-06-073416,2018-05-06 09:00:06,us
other,2018-11-28-126238,2018-11-28 23:43:34,politics
Catholic Church,2018-06-19-133608,2018-06-19 09:30:01,opinion
Catholic Church,2018-05-24-020825,2018-05-24 13:51:25,asia
Catholic Church,2018-07-23-021069,2018-07-23 15:25:25,opinion
Judaism,2018-05-14-026276,2018-05-14 16:15:18,books
Presbyterianism,2018-11-22-019125,2018-11-22 22:08:20,politics
atheism,2018-04-06-036543,2018-04-06 16:58:31,music
atheism,2018-03-23-053836,2018-03-23 09:00:06,music
Presbyterianism,2018-07-12-040937,2018-07-12 03:30:04,europe
Anglicanism,2018-04-21-035278,2018-04-21 18:30:06,sunday
other,2018-06-08-050431,2018-06-08 18:23:12,politics
Catholic Church,2018-03-26-070826,2018-03-26 09:00:01,magazine
Presbyterianism,2018-09-17-065196,2018-09-17 12:11:40,politics
Catholic Church,2018-09-26-077142,2018-09-26 22:36:14,politics
Catholic Church,2018-04-11-085735,2018-04-11 08:49:13,television
other,2018-07-25-080577,2018-07-25 09:00:02,magazine
Catholic Church,2018-10-25-008137,2018-10-25 03:41:16,nyregion
Judaism,2018-04-02-023442,2018-04-02 18:33:42,middleeast
other,2018-01-21-018972,2018-01-21 07:59:37,europe
other,2018-02-26-067445,2018-02-26 00:37:59,business
Catholic Church,2018-01-23-090843,2018-01-23 10:01:50,television
Catholic Church,2018-09-12-099100,2018-09-12 13:21:34,europe
Presbyterianism,2018-09-25-100072,2018-09-25 00:22:20,politics
Presbyterianism,2018-05-04-127596,2018-05-04 20:13:37,politics
other,2018-03-16-143500,2018-03-16 09:45:05,opinion
Catholic Church,2018-05-15-009235,2018-05-15 09:04:32,television
Catholic Church,2018-12-13-018853,2018-12-13 23:10:50,politics
atheism,2018-02-03-013488,2018-02-03 20:18:11,europe
Presbyterianism,2018-11-05-028562,2018-11-05 10:00:15,media
other,2018-12-07-032302,2018-12-07 21:01:03,television
Catholic Church,2018-04-12-038214,2018-04-12 22:14:07,politics
Judaism,2018-12-06-050474,2018-12-06 20:19:19,politics
Catholic Church,2018-08-09-050124,2018-08-09 23:28:51,nyregion
Catholic Church,2018-08-09-053855,2018-08-09 09:42:32,television
Judaism,2018-10-11-086754,2018-10-11 18:52:09,television
other,2018-06-01-107142,2018-06-01 22:19:11,opinion
Catholic Church,2018-11-28-002138,2018-11-28 08:46:11,television
Catholic Church,2018-01-29-002901,2018-01-29 10:00:18,politics
Judaism,2018-05-31-042168,2018-05-31 09:00:11,politics
atheism,2018-09-21-056060,2018-09-21 00:10:55,sports
Catholic Church,2018-06-06-072417,2018-06-06 23:26:17,politics
Christianity,2018-06-29-066200,2018-06-29 08:26:03,television
other,2018-06-16-038763,2018-06-16 00:19:35,politics
other,2018-01-26-093095,2018-01-26 22:23:39,opinion
other,2018-06-24-045105,2018-06-24 17:26:45,europe
Presbyterianism,2018-06-25-092081,2018-06-25 09:00:09,politics
other,2018-09-10-098344,2018-09-10 23:00:04,opinion
other,2018-08-19-048041,2018-08-19 23:00:09,opinion
other,2018-06-05-112743,2018-06-05 13:48:40,business
Methodism,2018-11-01-153887,2018-11-01 09:00:12,politics
Presbyterianism,2018-10-20-006457,2018-10-20 17:07:54,americas
Christianity,2018-10-19-013775,2018-10-19 10:00:04,opinion
Catholic Church,2018-04-27-021669,2018-04-27 09:00:00,review
Presbyterianism,2018-01-31-025590,2018-01-31 19:36:47,politics
other,2018-11-07-025408,2018-11-07 10:00:06,nyregion
Catholic Church,2018-01-12-074086,2018-01-12 10:35:12,television
Catholic Church,2018-10-25-108408,2018-10-25 00:24:25,middleeast
Baptists,2018-01-23-103700,2018-01-23 18:01:04,obituaries
Catholic Church,2018-05-03-115921,2018-05-03 20:30:01,politics
other,2018-11-21-126596,2018-11-21 15:00:04,business
Presbyterianism,2018-05-25-132760,2018-05-25 23:55:16,asia
Islam,2018-09-30-004956,2018-09-30 14:58:09,music
Baptists,2018-05-06-006823,2018-05-06 20:25:39,obituaries
Presbyterianism,2018-05-24-032455,2018-05-24 16:18:03,politics
Judaism,2018-09-22-019477,2018-09-22 15:40:27,politics
Methodism,2018-10-26-079753,2018-10-26 23:14:09,obituaries
Catholic Church,2018-06-03-048203,2018-06-03 18:32:07,obituaries
other,2018-09-14-115651,2018-09-14 14:00:05,television
Islam,2018-03-11-001828,2018-03-11 20:49:40,europe
other,2018-06-28-005565,2018-06-28 01:13:24,politics
Catholic Church,2018-01-24-009098,2018-01-24 10:16:39,television
Judaism,2018-02-27-053852,2018-02-27 18:34:01,politics
Catholic Church,2018-10-20-040643,2018-10-20 20:09:06,politics
other,2018-11-12-070045,2018-11-12 23:16:45,obituaries
Presbyterianism,2018-06-06-085089,2018-06-06 23:00:04,opinion
